gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	psubpos_cv	psubneg_cv	pindpos_cv	pindneg_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qsubpos_cv	qsubneg_cv	qindpos_cv	qindneg_cv	pglobalpos_cv	pglobalneg_cv	qglobalpos_cv	qglobalneg_cv
NME9	0	2	0	0	0	42.5341994718359	0	0	0	0.000930324365958746	0.909743636167216	0.00413798177653213	0.00416653386169885	0.993595137778403	1	0.99268045311945	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0270019343223994	0.999906033214245	1	1
XIRP2	0	1	0	0	2	1.90178554097424	0	0	33.3180393657637	0.566052578604773	0.779381648680953	0.815006887158918	0.848176863694917	0.961524732109927	0.00495073459164523	0.999491401190602	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0271802836691144	0.999230835665928	1	1
KIF2B	0	1	1	0	0	9.95579347923443	164.126842733988	164.126842733988	0	0.0961369501358212	0.00423935840493261	0.00432876955457429	0.00432876955457429	1	1	0.962995711964532	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0278879764112205	0.999306736421713	1	1
H3Y2	0	0	0	0	1	0	0	0	227.419003053476	0.816837254666285	0.961397510510397	0.972395327476423	1	0.972395327476423	0.00436438165236837	0.999967489780684	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0280816481669002	0.999614550500102	1	1
PARP12	0	1	0	0	1	8.86384166965111	0	0	61.5516320982418	0.109482231932172	0.883940035419452	0.274766668292534	0.277803942299907	0.989402007062201	0.0158089069086591	0.999575753489725	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0282304344903194	0.999939080521749	1	1
HBP1	0	1	1	0	0	13.6812857907708	117.406776348865	117.406776348865	0	0.0672973083033855	0.00612426660012677	0.0045223643048391	0.0045223643048391	1	1	0.989599756265618	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0289373444876022	0.999945728993518	1	1
POLR2I	0	0	0	0	1	0	0	0	215.298007110059	0.832343049352957	0.938284630856388	0.974917046461408	1	0.974917046461408	0.00460815822253681	0.999963760764395	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0293997131549693	0.999681860923282	1	1
PYDC2	0	0	0	0	1	0	0	0	205.606529932938	0.870225908966046	0.969665974726481	0.986030671406363	1	0.986030671406363	0.00482358060647794	0.99996029739643	0.888768030246353	0.976180096824508	0.994583832568927	1	1	1	1	0.030553711250594	0.999901419891113	1	1
OR4K15	0	0	0	0	1	0	0	0	201.170130044714	0.754638057144896	0.953842790885653	0.950744810646427	1	0.950744810646427	0.0049290602254804	0.999958544091634	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0311152197512278	0.99876454996479	1	1
C6orf89	0	2	0	0	0	38.8342274839263	0	0	0	0.0011266619807685	0.918249622600283	0.00494643632839475	0.00497439337309591	0.994746483388749	1	0.99288328626962	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0313558491145589	0.999923635919357	1	1
ARL2BP	0	0	0	0	1	0	0	0	194.98754368803	0.830579709504346	0.935535982644406	0.974181860975047	1	0.974181860975047	0.00508399314374136	0.999955900243202	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0319359075976191	0.999662681249853	1	1
VPS13D	0	0	0	0	2	0	0	0	29.1538439049219	0.262298756105963	0.725251965911505	0.502243326232516	1	0.502243326232516	0.00628058251267336	0.999275105974411	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0381249732112728	0.84787266205452	1	1
OR2H2	0	0	1	0	0	0	529.194439725449	529.194439725449	0	0.763081957718887	0.00118661968407197	0.00497865641013873	0.00521857163164641	0.955584708173719	1	0.994562822717842	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0326449394789129	0.998748504385128	1	1
FAM229A	1	0	0	0	1	0	0	0	189.274643742912	0.81743285839728	0.958533791564942	0.972392425924271	1	0.972392425924271	0.00523607310073874	0.999953225800249	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0327368896873749	0.999614080324216	1	1
ADH6	0	2	0	0	0	37.729616036236	0	0	0	0.00119717213317172	0.919931919502701	0.00523306968580572	0.00526143311654348	0.994960657521418	1	0.988295111542864	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0328700238286603	0.999860020570632	1	1
KCTD13	0	0	0	0	1	0	0	0	186.593617187167	0.737174602018369	0.925094085149707	0.941083327085208	1	0.941083327085208	0.00531062476611808	0.999951886068711	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0331279204764847	0.998226536175328	1	1
KRT2	0	1	0	1	0	10.3717504767644	126.595810650192	126.595810650192	0	0.0918279649188842	0.00563709719469097	0.00539981781363319	0.00539981781363319	1	1	0.99046913062752	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0335943728942122	0.999954436279579	1	1
SPDEF	0	0	0	0	1	0	0	0	181.981661885596	0.740557135722802	0.922243830790568	0.942166728460573	1	0.942166728460573	0.00544396183054963	0.999949442883782	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0338246860745014	0.998291612562452	1	1
GET3	0	2	0	0	0	37.0817628206649	0	0	0	0.00124159065502172	0.923854940822911	0.00541496156770438	0.00544148898952401	0.995442742902524	1	0.987479768088536	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0338117939787509	0.999854323607681	1	1
SLC35B1	0	2	0	0	0	36.9642818919348	0	0	0	0.00124990499569477	0.923328770291838	0.00544806669033693	0.00547512832018748	0.995379494220436	1	0.988911271175819	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0339870756769128	0.99987676865629	1	1
CHORDC1	0	0	0	0	1	0	0	0	180.586415320113	0.764087503798762	0.907611324749595	0.949558254434613	1	0.949558254434613	0.00548562936234915	0.999948667018274	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0340417502056308	0.99870334421744	1	1
OSTF1	0	0	0	0	1	0	0	0	179.571894013742	0.806197927351796	0.921872540648568	0.965703405007887	1	0.965703405007887	0.00551632970338993	0.999948091595837	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.034201478873395	0.999403279762454	1	1
KXD1	0	0	0	0	1	0	0	0	176.243776210386	0.807721136031516	0.946029019169593	0.968600963117967	1	0.968600963117967	0.00561949936701347	0.999946134431041	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0347370067028522	0.999500142403572	1	1
GNRH2	0	0	1	0	0	0	491.547824290678	491.547824290678	0	0.84685060127214	0.0012851252389684	0.00550991651995913	0.00561740882873119	1	1	0.99745219369116	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0347261741632894	0.999996751581553	1	1
HMX2	0	0	0	0	1	0	0	0	174.931570612655	0.750100288774523	0.94068568288877	0.94791861681844	1	0.94791861681844	0.00566124558477949	0.999945332226021	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0349531605804743	0.998616813793179	1	1
AIM2	0	0	0	0	1	0	0	0	173.581684736033	0.754746655775909	0.92921779956207	0.948635065004657	1	0.948635065004657	0.00570484276893447	0.999944488139953	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0351785698241096	0.998654858326688	1	1
SBK2	0	0	0	0	1	0	0	0	171.47275251559	0.72034858106714	0.923417219108396	0.933616673074967	1	0.933616673074967	0.00577431521916662	0.99994312975639	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0355370737557372	0.997742536902539	1	1
WASHC2A	0	1	0	0	1	5.32552495316856	0	0	72.2320634004475	0.192652588077019	0.83819276067952	0.418925183051454	0.428010506469122	0.979365875020291	0.0135250554746048	0.999689140457786	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0356120542403201	0.999779241922488	1	1
MNDA	0	2	0	0	0	35.6767066297253	0	0	0	0.00134666592869792	0.917859219528249	0.00583191561689156	0.0058651894850843	0.994696142105373	1	0.9874794312532	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0360047588676279	0.999841384674737	1	1
CYP2E1	0	0	0	0	1	0	0	0	166.805615867809	0.693454634017804	0.910651028867211	0.919464107091302	1	0.919464107091302	0.00593424242543334	0.99993994049617	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0363591977207157	0.996661602123743	1	1
PDCL3	0	0	0	0	1	0	0	0	162.669137607967	0.790731292103508	0.928666364058609	0.961548417140523	1	0.961548417140523	0.00608357737289233	0.999936884142959	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0371229769340491	0.999248694587689	1	1
PRR15L	0	0	0	0	1	0	0	0	162.087189946439	0.860051518147943	0.965817027880741	0.983674602124267	1	0.983674602124267	0.00610519205564454	0.999936435502139	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0372332202024638	0.999864978357758	1	1
RNF17	0	2	1	0	0	8.78482711258532	37.5867970992299	37.5867970992299	0	0.0248028128685723	0.0216606404946643	0.00611670065813608	0.00611670065813608	1	1	0.980151029812195	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0372918873036179	0.999801692745102	1	1
C16orf86	0	0	0	0	1	0	0	0	160.542346609005	0.753697459229756	0.929527814057918	0.948257779690994	1	0.948257779690994	0.00616332272744372	0.999935221064981	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0375293302873018	0.998634401383465	1	1
NRN1	0	0	0	0	1	0	0	0	158.104099514705	0.829771293851639	0.948462600605843	0.975116164148459	1	0.975116164148459	0.00625735792621206	0.99993323227006	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0380071747702296	0.99968615412082	1	1
CCSAP	0	0	0	0	1	0	0	0	157.359442032858	0.762452042344208	0.924743051250876	0.95110065617421	1	0.95110065617421	0.00628665160465551	0.999932606599955	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0381557423516934	0.998781232860485	1	1
ARID1B	0	2	0	0	1	5.09351151670098	0	0	29.8398357765284	0.073315014100037	0.812853270812008	0.19529943202526	0.201171372151411	0.972364533962749	0.0317086959891164	0.998306126420361	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0386226144921491	0.999567019591985	1	1
VSIG4	0	0	0	0	1	0	0	0	153.781757996072	0.729680065404021	0.91571240157538	0.936794425408165	1	0.936794425408165	0.00643130466146198	0.999929474374041	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0388873843708998	0.997954745242832	1	1
CRK	0	0	0	0	1	0	0	0	153.897825075987	0.754363633099771	0.927979598177827	0.948353411014055	1	0.948353411014055	0.00642650743222999	0.9999295793873	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0388631729904566	0.998639199135872	1	1
PAM16	0	0	1	0	0	0	429.831556250644	429.831556250644	0	0.840714730926277	0.00148588031471009	0.00628906440045396	0.00642202660978397	1	1	0.997195479667344	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0388405552650656	0.999996063651273	1	1
ZFYVE21	0	0	0	0	1	0	0	0	152.087844351259	0.775594751423966	0.929145746298602	0.956400563869899	1	0.956400563869899	0.00650214067511467	0.999927914666341	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0392444751505473	0.99903234640951	1	1
FZD10	0	1	0	0	1	9.48186492310137	0	0	37.8577733951242	0.10153253656562	0.917364007159502	0.260225345990603	0.261674958016809	0.994631939694881	0.0252795241114284	0.998920073606492	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0398119108012898	0.999979204392144	1	1
TMEM72	0	0	0	0	1	0	0	0	149.273676291721	0.775908160577377	0.937639060673919	0.957365104648862	1	0.957365104648862	0.00662333740274072	0.999925206650776	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0398536537086156	0.999074811247255	1	1
FAM185A	0	2	0	0	0	33.2992329750159	0	0	0	0.00155679874899461	0.909443067467643	0.00665761514092422	0.00670383983431821	0.993552362140721	1	0.992323592462492	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0402570597002334	0.999900485535062	1	1
THPO	0	0	0	0	1	0	0	0	144.923812204633	0.746600738992872	0.930112916183047	0.945498021020565	1	0.945498021020565	0.00681982437244467	0.999920710601305	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0408365733903964	0.998482819735278	1	1
TAS2R38	0	0	0	0	1	0	0	0	143.538694282572	0.754929845787158	0.950242994746741	0.950600850274172	1	0.950600850274172	0.00688486181898624	0.999919193592312	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0411606659375808	0.998755364675462	1	1
NIPSNAP1	0	0	0	0	1	0	0	0	140.954197930288	0.764908869830367	0.911185150125062	0.950351156643456	1	0.950351156643456	0.00700959225905186	0.999916244148536	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.041780504644104	0.998742520023648	1	1
DNAH1	0	1	0	2	0	1.51384864709047	31.5287856770061	31.5287856770061	0	0.701987687208791	0.00174622862235652	0.00706968482046222	0.00706968482046222	1	1	0.919723190566176	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0420783354865114	0.996687957760602	1	1
BRD2	0	1	0	0	1	8.51917129556355	0	0	38.6560516313021	0.114442571564418	0.882433767144708	0.284458344747983	0.287685437180044	0.989124627664078	0.024779344507867	0.998962138173465	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.042370114679671	0.999928889146501	1	1
CCNDBP1	0	0	0	0	1	0	0	0	137.98281934258	0.744880931205382	0.911738381555186	0.942637756215423	1	0.942637756215423	0.00715869775792541	0.999912649181683	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0425185641222734	0.99831752655258	1	1
ZNF548	0	1	0	0	1	12.927273966815	0	0	25.9038405596995	0.0717216781289635	0.906899991563892	0.196194104616466	0.197585133230998	0.99318472540982	0.0362329354692557	0.997793050041276	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0425204985103772	0.999959312979341	1	1
MRM3	0	0	0	0	1	0	0	0	136.733561458944	0.716007419514349	0.922281662661316	0.931533754292197	1	0.931533754292197	0.00722329750050763	0.999911068295064	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0428373592477086	0.997594906772781	1	1
SMAD2	0	0	0	0	1	0	0	0	136.317533432288	0.721445090690425	0.899695062781055	0.931013151618098	1	0.931013151618098	0.0072450700833888	0.999910532292422	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0429446749613667	0.997557759929801	1	1
RLIM	0	0	0	0	1	0	0	0	135.336686308734	0.671220536014828	0.901042944263121	0.906835183728586	1	0.906835183728586	0.00729692538738308	0.999909249243445	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0432000034194859	0.995510680790622	1	1
PLCXD3	0	0	0	0	1	0	0	0	135.454346212325	0.761231258615638	0.934562281504801	0.951674817728858	1	0.951674817728858	0.00729066581004244	0.999909404606443	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0431692017217111	0.998808786717131	1	1
WWTR1	0	2	0	0	0	30.91680638734	0	0	0	0.00181965096540804	0.917998489892453	0.0076946929629047	0.0077384315755199	0.994714128208747	1	0.990453177713643	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0453592519723833	0.999890200456697	1	1
ANKUB1	0	0	0	0	1	0	0	0	125.914408994907	0.697410643245403	0.906575893010726	0.92085047469335	1	0.92085047469335	0.00783566882317099	0.999895380757234	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0458313679471483	0.996773652294982	1	1
SSB	0	0	0	0	1	0	0	0	124.569618682038	0.741970505659938	0.906689703960888	0.940769212425742	1	0.940769212425742	0.00791911730102449	0.999893144770145	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0462355725911924	0.998204016945936	1	1
REN	0	0	0	0	1	0	0	0	124.287794716613	0.721861337145258	0.906842035902484	0.932216967350026	1	0.932216967350026	0.0079368311517408	0.999892667100184	0.888509447477554	0.976180096824508	0.994583832568927	1	1	1	1	0.0463212608276194	0.997641962468315	1	1
