gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	psubpos_cv	psubneg_cv	pindpos_cv	pindneg_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qsubpos_cv	qsubneg_cv	qindpos_cv	qindneg_cv	pglobalpos_cv	pglobalneg_cv	qglobalpos_cv	qglobalneg_cv
CASP4	0	1	1	0	0	19.91855837826	197.775212425907	197.775212425907	0	0.0433727122578776	0.00339652271533475	0.0017856407768011	0.0017856407768011	1	1	0.987696125626421	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0130851362382477	0.999923994976022	1	0.999999776183706
ARC	0	0	0	0	1	0	0	0	553.376692108922	0.720014790941337	0.922499607124808	0.933354183424059	1	0.933354183424059	0.00180383831822844	0.999996756839567	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0132001974665714	0.997727909549323	1	0.999999776183706
GAA	0	3	0	0	0	20.9263169263898	0	0	0	0.000405511994024943	0.875609869870233	0.00190042889728215	0.00192407235399206	0.987822855115338	1	0.989717723961993	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0139558957884433	0.999748713685812	1	0.999999776183706
HLA-DRB5	0	0	0	0	1	0	0	0	515.152785719072	0.784979415588704	0.930693516891019	0.959827849051758	1	0.959827849051758	0.00193742315405801	0.999996258701886	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0140393362849814	0.99918192451547	1	0.999999776183706
SEMA3A	0	1	0	0	1	9.58331499411815	0	0	127.592728727534	0.0987159112473905	0.877686659876689	0.252849497099151	0.255870513267911	0.988226871491016	0.00777668753929555	0.999939720698882	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0143659568330798	0.999929715860687	1	0.999999776183706
KRTAP12-4	0	0	1	0	0	0	1293.70322924191	1293.70322924191	0	0.863139893759469	0.000446006874120219	0.00207179738287711	0.00210290863369	0.985252632345855	1	0.999528198159338	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0150661497543088	0.999883703091302	1	0.999999776183706
LCE2C	0	0	1	0	0	0	1258.45937128491	1258.45937128491	0	0.859162044021705	0.000459393956180554	0.00212788194112079	0.00216175481752001	0.984380622340159	1	0.998376154959962	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0154280873816981	0.999850914541936	1	0.999999776183706
STX1B	0	0	0	0	1	0	0	0	417.494385478839	0.769968665376168	0.918504919363891	0.953145979921671	1	0.953145979921671	0.0023895370530963	0.999994308833225	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0168143493659709	0.998884533713102	1	0.999999776183706
HCRTR2	0	1	1	0	0	15.9993717813472	180.414998399367	180.414998399367	0	0.0554906178231552	0.00375545402074462	0.00240581061435952	0.00240581061435952	1	1	0.991552367846802	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0169125319623689	0.999964217854946	1	0.999999776183706
DCDC2C	0	0	0	0	1	0	0	0	347.892749523192	0.742364362529414	0.914402064555422	0.94194771126483	1	0.94194771126483	0.00286623727391383	0.999991811610236	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0196473547539788	0.998280917133226	1	0.999999776183706
GJC3	0	0	0	0	1	0	0	0	334.86136391145	0.781379667147383	0.942939342974936	0.959761610607353	1	0.959761610607353	0.00297744806405565	0.999991163857253	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0202963365721602	0.999179005269543	1	0.999999776183706
TPSAB1	0	0	0	0	1	0	0	0	334.524521174897	0.770679688933956	0.931368161719992	0.954860368631903	1	0.954860368631903	0.00298043723917411	0.999991146106399	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0203137221733209	0.998965131342649	1	0.999999776183706
FCGBP	0	0	2	0	0	0	48.1871925423031	48.1871925423031	0	0.260914773286237	0.000669855479245807	0.00162626993076298	0.00307165324790726	0.84694047018585	1	0.944945810254126	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0208428239681721	0.978584590088307	1	0.999999776183706
FAM205C	0	2	0	0	0	47.4336094912406	0	0	0	0.000692467330990376	0.923446531686674	0.0031532411058619	0.00316792518157927	0.995393687755945	1	0.997350834498709	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.021398315867267	0.999973703917815	1	0.999999776183706
OR8B12	0	2	0	0	0	47.4187507282221	0	0	0	0.000692924434596343	0.962959332516632	0.0031664308256556	0.00316986869946012	0.998922231417692	1	0.998159596467314	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0214094995916283	0.999995743782741	1	0.999999776183706
OR5M8	0	2	0	0	0	46.3170669988773	0	0	0	0.000728095758587899	0.953331727323447	0.0033133899511707	0.00331910472513008	0.998288971556566	1	0.997355664282489	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0222647542847833	0.999990521340571	1	0.999999776183706
NPW	0	0	0	0	1	0	0	0	299.74406950511	0.805718607192007	0.95448688390488	0.968627693108262	1	0.968627693108262	0.00332512261580152	0.999988979786856	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0222990993147294	0.999502320379014	1	0.999999776183706
TAS2R31	0	0	0	0	1	0	0	0	298.708169433804	0.779820721776187	0.949145731697857	0.959724983836071	1	0.959724983836071	0.00333661557049332	0.999988903474386	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0223646611335462	0.999177410785883	1	0.999999776183706
ZNF771	0	0	0	0	1	0	0	0	295.094871231371	0.723833302391553	0.935739635693317	0.936435813167076	1	0.936435813167076	0.00337733333235268	0.999988630992132	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0225966188748846	0.997934879044965	1	0.999999776183706
GRK7	0	0	0	0	1	0	0	0	273.786177869205	0.694363048476648	0.918430686646048	0.920863009314348	1	0.920863009314348	0.00363923667464158	0.999986799342447	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0240771218733845	0.996781632411886	1	0.999999776183706
ARHGEF9	0	0	0	0	1	0	0	0	263.233109177179	0.70413285045279	0.900375239010888	0.923173392959935	1	0.923173392959935	0.0037845840569219	0.999985723839778	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0248905254325454	0.996969162431444	1	0.999999776183706
PNMA8B	0	1	1	0	0	9.89807720121468	171.172275144453	171.172275144453	0	0.0952014485679618	0.00397795382710564	0.00394173056112901	0.00394173056112901	1	1	0.990322850508635	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0257636847500623	0.999953024614078	1	0.999999776183706
OR8U1	0	0	1	0	0	0	684.995448317111	684.995448317111	0	0.769983755139285	0.000882795350789278	0.0038022739100938	0.00396888130149819	0.958153050925723	1	0.997153396308799	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.025913901632054	0.998991461330426	1	0.999999776183706
GMPR2	0	2	0	0	0	42.1713943551162	0	0	0	0.000887068139220459	0.922769836945979	0.00396787860713055	0.0039866859039025	0.995311828705801	1	0.99741855592365	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.02601230822742	0.999973600308785	1	0.999999776183706
ASTN2	0	3	0	0	0	16.0775566635664	0	0	0	0.000905052839456411	0.857541236498904	0.00399605583522111	0.00406154921211233	0.984018075919431	1	0.981484955585052	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0264252141127729	0.999408359680485	1	0.999999776183706
BTG3	0	0	0	0	1	0	0	0	239.268870658649	0.79657352357989	0.939436883930719	0.964531952844574	1	0.964531952844574	0.00416206080234755	0.999982733977489	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0269774165547119	0.999362836156352	1	0.999999776183706
LCAT	0	0	0	0	1	0	0	0	238.384114022279	0.715647394393123	0.923720297981678	0.931523722260241	1	0.931523722260241	0.00417744386695055	0.99998260610987	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0270617141981879	0.997598924890258	1	0.999999776183706
FGD2	1	0	0	0	1	0	0	0	232.899254087724	0.66151589020944	0.887571789578611	0.899573580585329	1	0.899573580585329	0.00427540491161452	0.999981780767684	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0275972105419479	0.994777700561161	1	0.999999776183706
TOB2	0	2	0	0	0	40.6938148387569	0	0	0	0.000956263126182466	0.947289453253309	0.00426465157106493	0.00427404001236065	0.997817053937252	1	0.992393354614249	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0275897649672395	0.999952088030521	1	0.999999776183706
PLCL1	0	1	0	0	1	6.68330016116541	0	0	79.3796357041324	0.147670023201787	0.887022876105952	0.347080811649159	0.350611050326804	0.989958483015757	0.0124414682532818	0.999845713957928	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0280693367611538	0.999947861120347	1	0.999999776183706
KCNK4	0	0	0	0	1	0	0	0	218.910557027625	0.722505878606566	0.923727760175029	0.934602253665497	1	0.934602253665497	0.00454737109364958	0.999979389115828	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0290722801356589	0.997812061282067	1	0.999999776183706
FAM237A	0	0	1	0	0	0	590.912633364587	590.912633364587	0	0.827930238404119	0.00103520291503878	0.00449199661710531	0.00459971848406004	1	1	0.998009552774747	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0293543002445805	0.999998017744293	1	0.999999776183706
NCDN	1	0	0	0	1	0	0	0	212.029141214825	0.645834206317468	0.903131232604325	0.893150571588836	1	0.893150571588836	0.00469426570188875	0.999978036006608	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0298621655774451	0.994074457749851	1	0.999999776183706
GJA1	0	2	0	0	0	38.8698956775361	0	0	0	0.00105320850774027	0.932173954206059	0.00465669720964568	0.00467369969113474	0.996384696442072	1	0.991578629054312	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0297518575714019	0.999927635043443	1	0.999999776183706
CXCL5	0	0	0	0	1	0	0	0	201.690184250665	0.85446671407922	0.955275188772891	0.981773682079544	1	0.981773682079544	0.00493371782458065	0.999975738099818	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0311399615446463	0.999832443803512	1	0.999999776183706
DMXL2	0	0	0	1	1	0	26.617760921773	26.617760921773	18.7345271838564	0.37597068876393	0.0313202895884481	0.0664842227999742	0.0985037789515358	1	0.0506808976434745	0.997439593577877	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0314505715367303	0.999996719358355	1	0.999999776183706
MLLT10	0	1	0	0	1	7.30350969603207	0	0	63.0628946516795	0.133773432491438	0.859922538169855	0.319916830705701	0.324951377928249	0.984549286647302	0.0156104559383058	0.999757105558337	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0318759270859399	0.999876265395856	1	0.999999776183706
FBXL18	0	0	0	0	1	0	0	0	193.435573311012	0.630576567519823	0.915472437602631	0.88579436240455	1	0.88579436240455	0.00514317850071971	0.999973634282668	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0322481612536754	0.993212212514289	1	0.999999776183706
CALHM5	0	0	0	0	1	0	0	0	191.029136281436	0.777105089754682	0.940033326248901	0.958006944596144	1	0.958006944596144	0.00520763198084038	0.999972969316388	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0325874343246014	0.999104572641888	1	0.999999776183706
CTBS	0	2	0	0	0	36.140615534248	0	0	0	0.00122767860501682	0.920727044072466	0.00535839020493412	0.00538515696482567	0.995060330244366	1	0.994312888828792	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0335178029633106	0.999943634414024	1	0.999999776183706
SERPINB6	0	0	0	0	1	0	0	0	183.858345601323	0.74696834850102	0.926981660087227	0.945305982848871	1	0.945305982848871	0.0054096434170866	0.999970831511209	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0336456672684553	0.998474690883634	1	0.999999776183706
SUDS3	0	0	0	0	1	0	0	0	183.530742648665	0.766520805745887	0.90815746649049	0.950528874535533	1	0.950528874535533	0.00541924748931387	0.999970727849436	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0336957878955912	0.998754198090342	1	0.999999776183706
NAA80	0	0	1	0	0	0	499.254966177097	499.254966177097	0	0.768854638128222	0.00124183530575261	0.00521174818364412	0.00544247911626461	1	1	0.997963082774901	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0338169561149818	0.999997924074134	1	0.999999776183706
TP53	0	0	0	0	1	0	0	0	181.908583398337	0.734995607235492	0.916493367757537	0.939147299545459	1	0.939147299545459	0.00546730996695948	0.999970206323391	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0339463557082661	0.998107974314383	1	0.999999776183706
AMBP	0	0	0	0	1	0	0	0	179.995894065458	0.751458888603119	0.915347108375831	0.945725268806477	1	0.945725268806477	0.00552508726927251	0.999969573286488	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0342470116406534	0.998498126433016	1	0.999999776183706
TMCO2	0	0	1	0	0	0	488.655198329172	488.655198329172	0	0.832832726126299	0.00127097640299745	0.00543741718766722	0.00556029344110365	1	1	0.998238838641209	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0344299174537884	0.999998448244102	1	0.999999776183706
MEIS3	0	2	0	0	0	35.4380513866829	0	0	0	0.00127947743436829	0.912532857460096	0.00556075711127102	0.00559461676879358	0.99398527621602	1	0.995659497888067	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0346080220338199	0.999946470025955	1	0.999999776183706
MACC1	0	1	1	0	0	9.44241252346045	124.588123075939	124.588123075939	0	0.100369232385598	0.00563672235645618	0.00563672610267529	0.00563672610267529	1	1	0.974267965337492	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0348262408748725	0.999666054395295	1	0.999999776183706
ZNF200	0	0	0	0	1	0	0	0	175.755079829841	0.747939492518629	0.926403444580915	0.945632945271785	1	0.945632945271785	0.00565765094133508	0.999968095702507	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0349345603535921	0.998492889177759	1	0.999999776183706
ERMAP	0	0	0	0	1	0	0	0	173.058445539905	0.721992205145283	0.912534208456859	0.933021150759083	1	0.933021150759083	0.00574530484533023	0.999967099452467	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.035387471555972	0.997702960824841	1	0.999999776183706
JUND	0	0	1	0	0	0	469.45974926021	469.45974926021	0	0.721748975332206	0.00132725797796696	0.00543047456558443	0.00578715902120575	0.938557133497797	1	0.990969333752588	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0356032607482614	0.997496643481758	1	0.999999776183706
BRSK2	0	0	0	0	1	0	0	0	165.174218091638	0.628390140320852	0.882162578296888	0.879759442616246	1	0.879759442616246	0.00601789936885263	0.999963903335461	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0367875212821315	0.992458514004233	1	0.999999776183706
OXGR1	0	0	1	0	0	0	454.202101203603	454.202101203603	0	0.762707880585556	0.00137555009182544	0.00571379783766279	0.00598113305902259	0.95544326900512	1	0.996451428189624	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0365994219729449	0.998831708739436	1	0.999999776183706
DRC1	0	0	0	0	1	0	0	0	162.848670702579	0.658872177962641	0.873367296179944	0.895703618704521	1	0.895703618704521	0.00610331470643336	0.99996287137717	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0372236480316042	0.994357860196363	1	0.999999776183706
PDSS2	0	0	0	0	1	0	0	0	162.289852201178	0.740361227306416	0.917861730437165	0.941556038612034	1	0.941556038612034	0.00612420218623085	0.999962616808735	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0373301159871163	0.998255752466733	1	0.999999776183706
CITED2	0	0	0	0	1	0	0	0	157.866804476485	0.763084114465567	0.956172111049487	0.95414371830521	1	0.95414371830521	0.00629471103631389	0.999960506184633	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.038196593079822	0.998930381078208	1	0.999999776183706
PPP2R5E	0	2	0	0	0	33.0245793458013	0	0	0	0.00148425081279091	0.901956357400157	0.0063667394894743	0.00641553709610498	0.992440783032219	1	0.993761878847468	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0388077927802712	0.999905029947167	1	0.999999776183706
RGS2	0	0	0	0	1	0	0	0	154.456242530849	0.817821268056567	0.936708744361389	0.970753590431029	1	0.970753590431029	0.0064328139079015	0.999958754212225	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0388950007234903	0.999566903069464	1	0.999999776183706
ADAMTS13	0	1	0	0	1	4.6610026055079	0	0	72.0030560033727	0.219815849701492	0.843528237223133	0.461942162007657	0.471052131934978	0.980708585541816	0.0136986700668199	0.999812957033618	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.03899576455656	0.999809121960352	1	0.999999776183706
SALL3	0	3	0	0	0	13.5975413483726	0	0	0	0.00150225593108511	0.889311346006875	0.00642412631874412	0.00648720677646564	0.990361816482055	1	0.978453369385668	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0391692564917763	0.99951517590047	1	0.999999776183706
PLIN3	1	0	0	0	1	0	0	0	149.048752269004	0.718945532809276	0.912066847029308	0.931602573243236	1	0.931602573243236	0.00666464613581039	0.999955727704738	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0400607775111986	0.997602741183347	1	0.999999776183706
IFIT5	0	2	0	0	0	32.3757479867276	0	0	0	0.00154753851299083	0.923900081136793	0.00663657347830737	0.00666710980288732	0.995448148676399	1	0.991065979556094	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0400731223399016	0.999909205390401	1	0.999999776183706
GPR18	0	0	1	0	0	0	401.255719227389	401.255719227389	0	0.761493821680305	0.00157308287961455	0.00646273163594291	0.00676838095041032	0.954982646256549	1	0.997462585848317	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0405797831223687	0.998856468076514	1	0.999999776183706
DAZAP1	0	0	0	0	1	0	0	0	145.240278711802	0.726813933182856	0.903962080987194	0.933974338968259	1	0.933974338968259	0.00683821456853266	0.99995339167869	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0409282774728913	0.99776771035051	1	0.999999776183706
VOPP1	0	0	1	0	0	0	397.282411436993	397.282411436993	0	0.818754498559134	0.00159013552487608	0.00665820563925479	0.00683590206815587	1	1	0.99770055773105	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0409167487387969	0.999997354253934	1	0.999999776183706
IL17RA	0	0	0	0	1	0	0	0	143.45489336253	0.616559326440866	0.888800281268227	0.873595533604247	1	0.873595533604247	0.0069227331617867	0.99995223241578	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0413491018065376	0.991645660196092	1	0.999999776183706
SUCLG2	0	0	0	0	1	0	0	0	143.668491994318	0.735729984749032	0.913636302626268	0.939095995836372	1	0.939095995836372	0.0069125117257183	0.999952373370673	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0412982636213076	0.998103697502703	1	0.999999776183706
CTSC	0	2	0	0	0	31.7714779899348	0	0	0	0.00161012042118147	0.919092656564875	0.00687914590058236	0.00691494863836961	0.994854369065661	1	0.992312430257248	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0413103854242385	0.999917810091151	1	0.999999776183706
ANKRD13D	0	0	0	0	1	0	0	0	141.183427236704	0.667466257139372	0.892646799941596	0.903576998293269	1	0.903576998293269	0.00703333054765468	0.999950693944897	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0418982176988769	0.995189721205011	1	0.999999776183706
C11orf68	0	0	1	0	0	0	387.239323206507	387.239323206507	0	0.757856940881678	0.00163487434628407	0.00668624054499811	0.00701273254752788	1	1	0.996048686063304	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0417960812656046	0.999992183256825	1	0.999999776183706
ODF2	0	0	0	0	1	0	0	0	140.170484622959	0.635152392248291	0.86504387661975	0.880727841554077	1	0.880727841554077	0.00708379807415651	0.999949983811427	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0421482093854377	0.99258051262941	1	0.999999776183706
BMPR1A	0	0	0	0	1	0	0	0	138.930313903323	0.701840167056519	0.903107078783851	0.922479099649619	1	0.922479099649619	0.00714658164050015	0.999949093290473	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0424587071833304	0.996910663901225	1	0.999999776183706
KIF19	0	0	0	0	1	0	0	0	136.914198490981	0.575470229454458	0.867094354030237	0.842987136670805	1	0.842987136670805	0.00725105728535503	0.99994759399189	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0429741740308995	0.98696481073358	1	0.999999776183706
EEF1A1	0	2	0	0	0	31.2159725359915	0	0	0	0.00167099685422734	0.922259017923273	0.00712097802890976	0.00715517930201592	0.995249556799541	1	0.993180187141859	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0425011841006891	0.999933181427779	1	0.999999776183706
MAP3K5	0	1	0	0	1	5.50578957476074	0	0	56.3561593083087	0.183047746276519	0.844992996694315	0.40433372241324	0.412156485325591	0.981069223019405	0.0174359115770248	0.999696975692811	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0426549688635759	0.999813944409409	1	0.999999776183706
SHISA3	0	0	0	0	1	0	0	0	131.239704865065	0.783884845778086	0.944653950707781	0.960771510423085	1	0.960771510423085	0.00756221266123656	0.999942999787236	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0445005319811567	0.999218106252	1	0.999999776183706
ULBP2	0	0	1	0	0	0	356.458395328838	356.458395328838	0	0.79565837193353	0.00178850006015818	0.00736463039183588	0.00761659257676361	1	1	0.998004499452122	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0447659605955225	0.999998007663104	1	0.999999776183706
VIPAS39	0	2	0	0	0	30.1842459842644	0	0	0	0.00179341670276556	0.888777767094513	0.00756106842600102	0.00763583601739093	0.990268518086037	1	0.994433352112265	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0448597947676066	0.999883215935582	1	0.999999776183706
DOK3	0	2	0	0	0	30.1599068404906	0	0	0	0.00179646229555752	0.923291647165278	0.00761216371578133	0.0076477537876003	0.995375015310526	1	0.995630151675993	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0449178834439419	0.999959607056559	1	0.999999776183706
CDH5	0	0	0	0	1	0	0	0	128.231044857389	0.627698205206175	0.892617045089703	0.880992886292716	1	0.880992886292716	0.00773827486078139	0.999940314728244	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.04535849009328	0.992613066966963	1	0.999999776183706
LSM14A	0	0	0	0	1	0	0	0	128.153887842162	0.723284923785354	0.90910016369825	0.93314004675892	1	0.93314004675892	0.00774289785203512	0.999940243392122	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.0453809637382738	0.997709464297061	1	0.999999776183706
