gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	psubpos_cv	psubneg_cv	pindpos_cv	pindneg_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qsubpos_cv	qsubneg_cv	qindpos_cv	qindneg_cv	pglobalpos_cv	pglobalneg_cv	qglobalpos_cv	qglobalneg_cv
KCNK9	1	1	1	0	1	2.05885368338226	40.4440005620896	40.4440005620896	63.3947411632305	0.528409916781865	0.0203435651182633	0.0574028038113579	0.0574028038113579	1	0.015587699260796	0.999815491887886	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0071751640365052	0.999999982977331	1	1
A1CF	0	2	0	0	2	2.66832284641288	0	0	38.1490530286787	0.251840747717392	0.686434081563911	0.474478015177696	0.518647027020067	0.921745210730682	0.00194122014356299	0.999933093415329	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.00795476054308408	0.996849917044771	1	1
KATNB1	0	1	0	0	2	1.61245430116782	0	0	49.439791840362	0.666916833968627	0.714216403135771	0.85080842273488	0.911544471391512	0.935147559319202	0.00117421629887084	0.999968568051663	0.792890455405509	0.94601597024829	0.96554551203168	1	1	1	1	0.00839129993924337	0.997848115273069	1	1
NELFE	0	1	0	1	1	3.73821079865824	29.9707442604354	29.9707442604354	49.8040672999279	0.287350652559559	0.0285215057640301	0.0542479562936873	0.0542479562936873	1	0.0197774104805981	0.999702773469556	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.00840862702947398	0.999999955823818	1	1
KPNA4	0	0	0	0	2	0	0	0	48.7612292370521	0.377093799930859	0.744738068421973	0.643073854125143	1	0.643073854125143	0.00120622568466851	0.999967271907128	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.00931237477444968	0.926978904901269	1	1
ZNF521	0	10	0	0	0	5.36423194245793	0	0	0	0.000241741295442743	0.59522012293444	0.00095191282341156	0.00118550673984574	0.868374004045636	1	0.892827651468241	0.474229965261242	0.94601597024829	0.96554551203168	1	1	1	1	0.00917295912879246	0.972620021187875	1	1
ZFYVE26	0	9	2	0	0	4.24254686628346	9.3428165096632	9.3428165096632	0	0.00206861139616554	0.0234829874915731	0.00122389146692892	0.00122389146692892	1	1	0.84589181741659	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.00943096467259952	0.987463488860986	1	1
TMF1	0	5	0	0	1	5.83820860722589	0	0	11.471424213446	0.0041600488834751	0.647984282775104	0.0143770033775839	0.0164685916364621	0.901022134142045	0.0817388016957791	0.994870321379413	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.010244704635594	0.994437976320669	1	1
HPGDS	0	0	1	1	0	0	74.9807880535249	74.9807880535249	0	0.495973533999297	0.000305935364749543	0.00113149798805745	0.00147831778800078	0.840414562225766	1	0.989379299363865	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0111122937556828	0.984929617518613	1	1
CCL15	0	1	0	0	1	10.4908516092947	0	0	161.659354430608	0.0925336746945693	0.883291696139593	0.240172866278236	0.242957903277637	0.989283056942381	0.00615698417691934	0.999971257734199	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0112266919775156	0.999942060532722	1	1
TLR4	0	1	2	0	1	0.823469411943922	22.9578591576223	22.9578591576223	9.02438716060757	0.847463979690859	0.00367352272162669	0.0138934734951459	0.0147094225175486	1	0.102161415962091	0.991958751723451	0.88744985552619	0.94601597024829	0.96554551203168	1	1	1	1	0.0112712193386898	0.999967582152864	1	1
MLLT4	0	1	0	0	3	0.541893959366679	0	0	18.4895239624936	0.519084712727832	0.525175840814999	0.671480713787459	1	0.671480713787459	0.00162686877359224	0.999845617664128	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0120731527800161	0.93887003270934	1	1
DLC1	0	3	0	1	1	4.1920138914506	15.8713299259135	15.8713299259135	15.4070418941097	0.0555659888272116	0.0581802146611081	0.0305530765380256	0.0305530765380256	1	0.0618490481234825	0.997072873009567	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0137405123204118	0.99999571177769	1	1
RAI14	0	0	0	0	2	0	0	0	31.88847466235	0.192199871552161	0.64209299784555	0.386183368935395	1	0.386183368935395	0.00274102931266693	0.999887605546002	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0189115173053562	0.753573522002768	1	1
ITGA7	0	0	0	0	2	0	0	0	30.4989915845672	0.161544474094411	0.652180762914619	0.341642347601734	1	0.341642347601734	0.00298530598547886	0.999872208900038	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0203420332949129	0.708516213075129	1	1
OR8B8	0	5	0	0	0	9.70858902939563	0	0	0	0.000429899268919343	0.859637165092668	0.00198991405906446	0.00203192592292223	0.984486104056898	1	0.982327141584636	0.638032209968041	0.94601597024829	0.96554551203168	1	1	1	1	0.0146273698250019	0.999452339272668	1	1
CHIC2	0	3	0	0	0	22.311347909074	0	0	0	0.000451014669940464	0.840579352881675	0.00207308433146358	0.00212493709547146	0.979972118041105	1	0.987015117308053	0.638032209968041	0.94601597024829	0.96554551203168	1	1	1	1	0.0152018277734269	0.999457676480535	1	1
ERRFI1	0	0	1	0	1	0	40.3614226988123	40.3614226988123	30.305440953795	0.38751882947576	0.0204496807895935	0.045581678435299	0.0681157607560078	0.803601539637969	0.0321906812500877	0.999210968765972	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0156177279870692	0.979171516605644	1	1
EPHA2	0	5	0	1	0	6.62704986072118	14.8890762252026	14.8890762252026	0	0.00240259542643906	0.062504229384363	0.00224153909760916	0.00224153909760916	1	1	0.912666844732469	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0159162558213019	0.996070326343605	1	1
PSMC1	0	3	1	0	0	9.64608376663795	29.1545256158125	29.1545256158125	0	0.00550674496022852	0.0294168672274684	0.00235358523538975	0.00235358523538975	1	1	0.971330622263561	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0165970487995739	0.999585048719281	1	1
CYP2E1	2	2	0	0	1	4.64174995064395	0	0	99.1322703871502	0.0916023512717083	0.78486894943757	0.23128933818285	0.240991581051182	0.963426659932314	0.0100109787690164	0.999923965632457	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0169532300625548	0.999320157339728	1	1
EIF4A2	1	4	0	0	0	12.5449907810693	0	0	0	0.000535452981338391	0.788344384776324	0.0023829955095932	0.00249371600702075	0.964605864875142	1	0.964147755332216	0.638032209968041	0.94601597024829	0.96554551203168	1	1	1	1	0.0174410031422814	0.997492382664974	1	1
SPDYE1	0	4	0	0	0	12.6222055867728	0	0	0	0.00054060852640625	0.79534745478961	0.0024100239692938	0.00251607978457136	0.966922261387013	1	0.982294717172837	0.638032209968041	0.94601597024829	0.96554551203168	1	1	1	1	0.0175749512255736	0.998718485369431	1	1
ZNRF3	0	2	0	0	2	1.9687532379981	0	0	27.5109956104897	0.412016901019395	0.720095735285037	0.66680040980066	0.714275424193074	0.937816949930443	0.00363510198430141	0.999828150926549	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.018054784498898	0.998014904883203	1	1
LATS1	1	7	0	0	0	6.23070650121402	0	0	0	0.000591027261149124	0.664542850169441	0.00239820216795517	0.00273393381295894	0.91025907334907	1	0.923388664761201	0.638032209968041	0.94601597024829	0.96554551203168	1	1	1	1	0.018869648768195	0.986547853662932	1	1
CSMD3	4	11	2	3	0	1.8545231978437	7.64812216681198	7.64812216681198	0	0.121540692359021	0.00109995718283862	0.00282072491936636	0.00282072491936636	1	1	0.752357714257869	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0193805277929374	0.966436124462304	1	1
TBX4	2	1	1	0	1	1.68363744813803	19.6595079373325	19.6595079373325	44.5642431439043	0.639636986263226	0.0455125369951122	0.12410344231003	0.12410344231003	1	0.0220638257149419	0.999629939355858	0.78832401846144	0.94601597024829	0.96554551203168	1	1	1	1	0.0188948051927491	0.999999931519112	1	1
CEP170B	0	4	0	0	2	2.89723647595247	0	0	14.8255381125438	0.093354760399078	0.6679977658067	0.219423898913919	0.244686825422838	0.91212652545061	0.0115597042571562	0.999018681716311	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0194262057866534	0.995938023334654	1	1
KMT2D	2	9	1	0	3	1.81187094254243	2.42856810750484	2.42856810750484	9.72819776265212	0.172392455443033	0.447998087564248	0.325193168133619	0.325193168133619	1	0.00872083943368151	0.998534168892058	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0194699130210934	0.999998925144267	1	1
ATF5	0	2	0	0	1	5.75161745847162	0	0	58.3362609518166	0.0615805084081431	0.833272351500454	0.169978186631598	0.174270073138195	0.978087151745633	0.0169219763409761	0.999782505543474	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0201306920611257	0.999753403955886	1	1
CCDC170	0	3	1	1	0	4.1095774000556	23.4317528433647	23.4317528433647	0	0.0585006211820834	0.0035199584927742	0.00309262434532742	0.00309262434532742	1	1	0.960239132556884	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.020964081651786	0.999198846826313	1	1
RRP8	0	4	0	0	0	11.8497443308518	0	0	0	0.000689347874798796	0.804852758894295	0.0030339473229074	0.00315465907585089	0.969938894486522	1	0.963565646340421	0.638032209968041	0.94601597024829	0.96554551203168	1	1	1	1	0.0213219458792442	0.997813198212063	1	1
CCDC141	1	2	0	0	2	1.83701913871688	0	0	24.9895512904677	0.456104661133612	0.591158400952082	0.649949131293011	0.757510078850757	0.865654492025118	0.00436392443592148	0.99977376925192	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0221883078427344	0.990513687950298	1	1
MT1E	0	2	0	0	0	49.9237929070633	0	0	0	0.000719713679313339	0.917346730904884	0.00326328074884208	0.00328359273020606	0.994629692902607	1	0.997498351962771	0.638032209968041	0.94601597024829	0.96554551203168	1	1	1	1	0.0220618590227848	0.999969040622736	1	1
ALPK3	0	1	0	1	2	0.637564760483913	8.71300053520276	8.71300053520276	14.8821723161657	0.64366198105938	0.113849798635266	0.247951290534259	0.286511733895059	1	0.0114793060785305	0.999028955914757	0.788515596780485	0.94601597024829	0.96554551203168	1	1	1	1	0.0220925255665521	0.999999528384014	1	1
PCDHA10	2	3	0	0	2	1.53786304798543	0	0	25.8389505048011	0.517144773285955	0.634612187891837	0.719040921884142	0.810752930064709	0.893214060729843	0.00409567659812252	0.999794366367436	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0222731852028478	0.994063085621615	1	1
MLF1	0	4	0	0	0	11.6887491500517	0	0	0	0.000726499728615049	0.757547273110673	0.00311668025313749	0.00331234546736692	0.953468541093324	1	0.977094083951342	0.638032209968041	0.94601597024829	0.96554551203168	1	1	1	1	0.0222261651474174	0.997607498655638	1	1
EEF2	1	5	0	0	0	8.55042792468675	0	0	0	0.000735723494899476	0.750858064923638	0.00313779680257975	0.00335139192097467	0.950843580368116	1	0.9278849425254	0.638032209968041	0.94601597024829	0.96554551203168	1	1	1	1	0.0224488950091034	0.992781054405322	1	1
GATM	0	0	1	1	0	0	47.5376483201044	47.5376483201044	0	0.389110692166685	0.000797790826204126	0.00235669932130678	0.00361312325632157	0.739960030886254	1	0.978051048358143	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0239303754902076	0.957734944310507	1	1
MAP2K4	0	0	0	1	1	0	23.4158563871964	23.4158563871964	30.5149883987248	0.377953473828815	0.0376066353407287	0.0758519076476938	0.115168051070955	1	0.0319750086727772	0.99922153378878	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0243198285717832	0.999999696916522	1	1
LTBP2	0	0	2	0	1	0	12.5807589671733	12.5807589671733	9.24017275480713	0.0755321801776309	0.0127958838445899	0.00742399351184353	0.0451142699687177	0.558352348541871	0.0999593468428997	0.992304584409817	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0288683775145567	0.881220019295439	1	1
ZC3H15	0	0	1	1	0	0	44.1990561286127	44.1990561286127	0	0.397665512353551	0.000929786495680984	0.00275803060901125	0.00416430193486161	0.727633323194265	1	0.959649047053893	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0269897012682558	0.949054216392115	1	1
SCCPDH	0	4	0	0	0	11.1000968038187	0	0	0	0.000885361593579881	0.774369653019204	0.0037762944040487	0.00397957563551798	0.959744566515276	1	0.976434043568924	0.735809264397679	0.94601597024829	0.96554551203168	1	1	1	1	0.0259730191078777	0.997980733880983	1	1
DOT1L	1	4	1	0	1	3.73627398896787	10.8721906506447	10.8721906506447	7.89424780441435	0.0417768087694508	0.0886688049545	0.0344884846657838	0.0344884846657838	1	0.115484020215907	0.989701048293613	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0259912180164686	0.999946782787933	1	1
EHD1	0	1	1	0	1	1.86292297412552	29.6139911173834	29.6139911173834	19.662758130192	0.582631308725298	0.0289063907783725	0.0814909973169174	0.0814909973169174	1	0.0489637349726166	0.998169417002301	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0260311888070968	0.999998323459616	1	1
ACVR2B	0	1	1	1	0	2.2421361109263	40.8481125533289	40.8481125533289	0	0.48659183909763	0.0010973859248441	0.00408643925697783	0.00408643925697783	1	1	0.966157139106049	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0265621873383415	0.999420758535953	1	1
BTAF1	1	1	0	1	2	0.651554454984755	5.58827498671355	5.58827498671355	16.1591613585181	0.659645970722491	0.185624239561383	0.366633403569602	0.416443271816588	1	0.00986809100598088	0.999226945526743	0.79086020796299	0.94601597024829	0.96554551203168	1	1	1	1	0.026688958930455	0.999999701116363	1	1
ABCB11	0	1	2	1	0	0.611521957561211	17.5128085625378	17.5128085625378	0	0.61108767652518	0.000938616827478755	0.00319296933720414	0.00420093018912027	0.9150742381892	1	0.913828432750957	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0271903076813051	0.985789424885953	1	1
TBKBP1	0	3	0	0	1	4.73405231267943	0	0	28.5941967693655	0.0403641156188619	0.733833271581334	0.114264621542997	0.122302643523949	0.943828785697761	0.0340671795231344	0.999116023757765	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0270017822412854	0.998343398607425	1	1
PCBP1	0	2	1	0	0	7.3480015714668	83.5892743854555	83.5892743854555	0	0.0380327757043446	0.00910767013129665	0.00436021594948888	0.00436021594948888	1	1	0.974169672908176	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0280590085875542	0.999663487061845	1	1
LYSMD4	0	2	1	0	0	7.99921948005728	72.1531032459778	72.1531032459778	0	0.0321025441731012	0.0107183605301931	0.00436795194995265	0.00436795194995265	1	1	0.977177599050323	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0281010486992807	0.999737564864797	1	1
CDH19	2	5	2	0	0	3.45596410235458	15.3578194420566	15.3578194420566	0	0.0325425706913197	0.00832419590480915	0.00438573329393321	0.00438573329393321	1	1	0.945076227220046	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0281976267953411	0.99846329128286	1	1
PKD1	0	4	1	0	3	1.73695562466535	6.73826105764599	6.73826105764599	7.33489313932034	0.359628963842574	0.15143839538634	0.255141009927507	0.255141009927507	1	0.0173239971898703	0.996311571638087	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.028383877769745	0.999993189369445	1	1
PKHD1L1	2	6	3	2	0	0.970058322182546	7.84654129714719	7.84654129714719	0	0.949797892027376	0.00104505998600835	0.00384501598911924	0.00464023272491587	0.998302064289404	1	0.740395339829606	0.962195578971915	0.94601597024829	0.96554551203168	1	1	1	1	0.0295721602697903	0.962557773106296	1	1
KCNA5	1	5	0	0	0	7.95552632870988	0	0	0	0.00102066802482903	0.814902162292799	0.00438073391589777	0.00453991698699763	0.9729690869558	1	0.977156519440314	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0290320724902065	0.99876645448041	1	1
OR1S1	0	2	0	0	1	4.1200553333985	0	0	62.0435775665998	0.116172451234838	0.844285380087182	0.284912163954389	0.291099695754624	0.98089543018209	0.0159230580757424	0.999807456813037	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0295451025747319	0.999812673055747	1	1
FGA	1	5	0	0	1	3.79820829465498	0	0	15.3791833367876	0.0232874851445189	0.641251231382766	0.066638336326232	0.0762707372214839	0.897129784864607	0.0619557727939573	0.997062709792578	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0300290531594899	0.994227545355417	1	1
KRT84	0	0	1	0	1	0	12.8070414428135	12.8070414428135	36.8758776869481	0.169218308059412	0.0740084656350037	0.073640447695013	0.202725962648743	0.594118389353958	0.0265710300524533	0.999462907463223	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0335255379991019	0.903295742546747	1	1
NFS1	0	2	0	0	1	5.08936188894341	0	0	42.6255176109437	0.0779728783067911	0.771008621315987	0.201727634179388	0.211542745010989	0.958527766852192	0.0230497641490503	0.999596062292591	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.030833100265368	0.999111407648671	1	1
NT5M	0	1	0	0	1	4.06019505814053	0	0	107.481480068754	0.263094099258636	0.839005490822787	0.523075347136323	0.534618818896952	0.979573350531593	0.00923877188542281	0.999935251336163	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0311691911514055	0.999788629760391	1	1
HAMP	0	0	0	0	1	0	0	0	200.493683750881	0.672307713088324	0.875878978939298	0.903417000400115	1	0.903417000400115	0.00496890866973434	0.999981283559845	0.79475255693553	0.94601597024829	0.96554551203168	1	1	1	1	0.0313267582295703	0.995176285005754	1	1
SCAF8	0	0	0	0	2	0	0	0	18.0856546357469	0.143292704518766	0.629640917925948	0.307858351485899	1	0.307858351485899	0.00801079314859503	0.999435400089662	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0466786153285671	0.670346221701489	1	1
DEPDC7	0	1	0	1	1	1.85308319628841	17.2968307739962	17.2968307739962	26.4175457654298	0.585576360194811	0.052826777706988	0.136152459557351	0.136152459557351	1	0.0367954304334822	0.998968304235327	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0315434390637341	0.999999467618808	1	1
AL354808.2	0	2	0	0	0	39.651214205511	0	0	0	0.00116815902583067	0.936386184213602	0.00512467991883991	0.00514350814629427	0.996820029377103	1	0.996646604910584	0.787356883144736	0.947165618455525	0.96554551203168	1	1	1	1	0.0322498985029813	0.999978680775688	1	1
MUSTN1	0	0	0	0	1	0	0	0	191.937792393945	0.723272256838771	0.895936648771372	0.931274142627158	1	0.931274142627158	0.00518953324397228	0.999979583873047	0.813816006545082	0.94601597024829	0.96554551203168	1	1	1	1	0.0324922463750401	0.997580983380439	1	1
BACH1	1	0	2	0	0	0	37.4517286409259	37.4517286409259	0	0.273138736307212	0.00130324219248867	0.00286927091127309	0.00569046088132097	0.684428885226353	1	0.938955679740854	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0351042485231389	0.926800215490523	1	1
KIF13B	2	1	0	3	0	0.587932661833057	15.9516686238707	15.9516686238707	0	0.578103337650637	0.00119570834785132	0.00393258878585656	0.00525548956823896	1	1	0.898949898378843	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.032838832581253	0.994713211986779	1	1
FOXP4	0	1	0	2	0	1.87764845303349	37.21320563064	37.21320563064	0	0.578273549435119	0.00133476689660683	0.0052767244826073	0.0052767244826073	1	1	0.95477355792588	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0329502408071709	0.998961508135706	1	1
SPECC1	1	4	0	0	1	3.96948402635142	0	0	19.1176346507419	0.034338922356783	0.655512053957393	0.0945630122174843	0.106578397837906	0.905280346103209	0.0503062604788458	0.99806722404907	0.787356883144736	0.94601597024829	0.96554551203168	1	1	1	1	0.0333944814385384	0.995189538153458	1	1
